"age","bmi"
0.13,14.4641683103222
0.13,13.9668367346939
0.14,14.4275092491709
0.14,14.0642722117202
0.14,15.4201292705448
0.14,14.6389413988658
0.14,16.0723112774522
0.14,15.2794292508918
0.14,15.1404958677686
0.14,16.8975069252078
0.14,15.5172413793103
0.14,15.0487902602463
0.14,15.5027426757917
0.14,15.4553289284688
0.14,15.1577503429355
0.14,13.4087791495199
0.14,15.4201292705448
0.14,16.5178571428571
0.14,17.5323252246329
0.14,16.087331226659
0.15,15.0763411090705
0.15,15.3522430771821
0.15,16.7258979206049
0.15,15.9125884887658
0.15,15.4974489795918
0.15,15.2199762187872
0.15,13.7013232514178
0.15,14.4768133174792
0.15,16.1417628487138
0.15,15.0730760104141
0.15,16.7729591836735
0.15,16.3547772049997
0.15,18.1034482758621
0.15,14.2155009451796
0.15,15.6975425330813
0.15,14.0037807183365
0.15,17.3900118906064
0.15,15.1207976910879
0.15,15.0947953145755
0.15,15.8347107438017
0.15,16.3167989770366
0.15,13.8231292517007
0.15,14.9716446124764
0.15,12.8172568689386
0.15,14.8950538618218
0.15,15.283203125
0.15,16.6765755053508
0.16,14.2318244170096
0.16,14.3706316545823
0.16,14.3850568896471
0.16,14.25
0.16,15.6956004756243
0.16,14.9716549416024
0.16,14.6509623671359
0.16,14.8807813846596
0.16,15.7093094733966
0.16,16.3327032136106
0.16,14.3611111111111
0.16,14.0945179584121
0.16,15.6734693877551
0.16,13.2993274580608
0.16,14.5767389010632
0.16,13.0217986198183
0.16,16.2777777777778
0.16,15.8000574547544
0.16,16.1784466541252
0.16,14.0975436098256
0.16,14.9752066115702
0.16,13.4963458780138
0.16,16.7152334304669
0.16,15.5231202656705
0.16,15.576694411415
0.16,14.5049112827488
0.16,15.3504564019627
0.16,16.8036010204052
0.16,14.1303954002358
0.16,14.25
0.16,15.2036644066042
0.16,16.0719595200913
0.16,16.4219446270728
0.16,15.0891632373114
0.16,12.3305785123967
0.16,18.7943170643341
0.16,15.4280618311534
0.16,15.655247874758
0.16,15.5376301981361
0.17,15.2239024033896
0.17,16.0586038494685
0.17,14.593507612755
0.17,15.1119271237907
0.17,15.812647788559
0.17,16.7657550535077
0.17,17.0066072967538
0.17,14.9323621227888
0.17,16.3529942620511
0.17,16.7743921206525
0.17,15.3888888888889
0.17,14.9584487534626
0.17,15.720209122048
0.17,13.7235326958354
0.17,17.7930926462526
0.17,14.8272546791694
0.17,16.6372431325471
0.17,17.0283553875236
0.17,13.1584
0.17,16.6937363180566
0.17,15.7894736842105
0.17,15.2542372881356
0.17,14.8440353568559
0.17,13.6056280308722
0.17,16.7743921206525
0.17,14.8632580261593
0.17,16.7410714285714
0.17,14.744721417979
0.17,13.9400109640536
0.17,14.1388888888889
0.17,15.2255099109451
0.17,14.5719099648828
0.17,15.0228433216877
0.17,14.0945179584121
0.17,15.8202523853493
0.17,15.4577883472057
0.17,16.2627551020408
0.17,16.6611570247934
0.17,13.2877526753864
0.17,17.1819262782402
0.17,15.4006243496358
0.17,16.91728770275
0.17,14.2532696374031
0.17,16.7474899255515
0.17,14.2362827483935
0.17,17.676388224848
0.18,14.1581632653061
0.18,15.0555555555556
0.18,16.8771835528084
0.18,17.661444907132
0.18,16.5562461580493
0.18,15.7220142439737
0.18,18.3386647139682
0.18,17.3226084458489
0.18,17.8571428571429
0.18,14.2243373653249
0.18,16.1675188702216
0.18,15.3812543545778
0.18,15.4624
0.18,13.85053692746
0.18,17.9252889008331
0.18,16.8629704108015
0.18,14.4047299113142
0.18,17.6258738789634
0.18,15.4280618311534
0.18,15.1978338719539
0.18,16.4677635760186
0.18,16.3595085470085
0.19,15.6678312281645
0.19,15.4974489795918
0.19,16.3333333333333
0.19,15.1176871753781
0.19,14.2487790864694
0.19,16.4524521698497
0.19,14.6687121046095
0.19,15.1431209602955
0.19,15.2777777777778
0.19,15.0092210906168
0.19,15.5356260151119
0.19,15.6068052930057
0.19,16.8345830434521
0.19,16.9027102101914
0.19,17.6199868507561
0.19,17.020621729763
0.19,16.7695473251029
0.19,17.6027949475947
0.19,14.7084171215168
0.19,15.2531229454306
0.19,16.7169523378119
0.19,14.6737229453233
0.19,15.3522430771821
0.19,14.9422198333781
0.19,20.0653983353151
0.19,15.8464
0.19,16.4166666666667
0.19,14.764295448986
0.19,16.3856692732226
0.19,14.5578701521769
0.19,16.2337233128429
0.19,12.7872103187228
0.19,15.3846591345347
0.19,18.3055555555556
0.19,14.3888888888889
0.19,16.1944444444444
0.19,16.3923590455417
0.19,14.4047299113142
0.19,15.9693304250116
0.2,17.4949727089917
0.2,15.8832702160838
0.2,16.1570510557164
0.2,13.525564803805
0.2,14.2857142857143
0.2,18.3471074380165
0.2,15.6678312281645
0.2,15.4722222222222
0.2,14.8012146034885
0.2,15.9291313818449
0.2,13.3055555555556
0.2,17.4363120824842
0.2,17.6490676866334
0.2,17.5017379581158
0.2,17.58629377677
0.2,15.2445369406868
0.2,15.1002846588502
0.2,16.8888888888889
0.21,14.5518299364453
0.21,17.0884319872628
0.21,18.2746573501747
0.21,16.0745779793399
0.21,18.7574316290131
0.21,14.7346914247942
0.21,16.9040580489116
0.22,17.9936903876918
0.22,14.4584289168578
0.22,15.3055555555556
0.22,14.9063475546306
0.22,16.0712981225802
0.22,19.8458049886621
0.22,17.4146734748723
0.22,15.8965331907669
0.22,15.9993361701686
0.22,16.1536
0.22,17.8446654125235
0.22,15.2255099109451
0.23,14.508875739645
0.23,15.2199762187872
0.23,15.7206516180875
0.23,14.4049058371184
0.23,14.0822359580758
0.23,14.1651218567045
0.23,15.3876660717827
0.23,14.7392290249433
0.24,16.6666666666667
0.24,16.3906955310481
0.24,19.1715998466272
0.24,15.7093094733966
0.24,16.6084385917764
0.24,14.4398530762167
0.24,16.1944444444444
0.24,16.8047337278107
0.24,15.8801020408163
0.24,16.0737048559088
0.24,16.7136571404161
0.24,17.8944
0.24,14.917695473251
0.24,15.2777777777778
0.24,16.2072840240598
0.24,14.2848
0.24,15.4361040912506
0.24,16.6233090530697
0.24,14.3349612180408
0.25,17.2248364278496
0.25,16.9762022456041
0.25,16.1725362922679
0.25,16.7548500881834
0.25,16.1810613943809
0.25,18.698224852071
0.25,14.8623727887439
0.25,16.4608
0.25,14.8058221245873
0.25,14.9166666666667
0.25,18.1554103122731
0.25,16.993374769483
0.25,17.5305969193367
0.25,14.4116906021668
0.25,14.9722222222222
0.25,14.9843912591051
0.25,16.1249685059209
0.25,17.6899063475546
0.25,16.689004137288
0.25,16.0473372781065
0.25,15.8900125586622
0.25,14.1954414356674
0.25,17.6339285714286
0.25,15.3814630148214
0.25,17.4684224670787
0.25,15.1944444444444
0.25,15.8976
0.25,18.0555555555556
0.25,16.6144
0.25,16.8905352157924
0.25,17.2607421875
0.25,18.0250342255235
0.25,17.6926601080247
0.25,16.823434560602
0.25,14.7625302148983
0.25,15.6733572828867
0.25,16.1796744841728
0.25,15.7952
0.25,14.9153453372749
0.25,15.6634228774547
0.25,17.2304215803969
0.25,16.1246976619188
0.25,18.1153943058705
0.25,13.5275754422477
0.25,17.6638917793965
0.25,14.7809728567589
0.25,14.8362732219929
0.25,17.1142578125
0.25,15.3418481938951
0.26,14.8501543737489
0.26,18.2366334963738
0.26,15.760896689949
0.26,17.8199791883455
0.26,16.823434560602
0.26,16.8055555555556
0.26,18.1239108226669
0.26,16.988033976068
0.26,14.268727705113
0.26,17.2635445362718
0.26,17.9833381212295
0.26,18.59410430839
0.26,16.3923229287617
0.26,15.9444444444444
0.26,13.6791185165278
0.26,17.1864671594255
0.26,15.0765923138941
0.26,16.1737586230449
0.26,17.22655200215
0.26,16.5009406073636
0.26,14.8809073724008
0.26,16.2048
0.26,14.345385180054
0.26,18.0963617512218
0.26,16.6026052951561
0.26,20.4214360041623
0.26,17.5598335067638
0.26,16.4524521698497
0.26,15
0.26,14.6551724137931
0.26,16.4352
0.26,15.8730158730159
0.26,15.1303413061005
0.26,16.4219446270728
0.26,14.6888384983623
0.26,16.6621875839828
0.26,14.9117588736863
0.26,17.0115560333244
0.26,14.4047549676592
0.26,16.5664331328663
0.26,16.5028974552784
0.26,17.8191845637838
0.26,17.2180249035977
0.26,15.7277882797732
0.27,15.4547882616216
0.27,15.2369430241052
0.27,16.5388267952371
0.27,15.5454774502394
0.27,19.5920391840784
0.27,16.5289256198347
0.27,16.5278151034668
0.27,16.5861191340902
0.27,14.1232963773745
0.27,18.2043976915772
0.27,16.896
0.27,17.0353346739443
0.27,16.0555555555556
0.27,15.6203657933762
0.27,15.6462585034014
0.27,17.3752804643266
0.27,16.50390625
0.27,13.96484375
0.27,14.2313390033769
0.27,17.9083398065108
0.27,15.966796875
0.27,16.3130411791923
0.27,17.3758623044874
0.27,16.2072840240598
0.27,14.3798828125
0.27,14.8347218489653
0.27,15.8708895852019
0.27,16.128
0.27,15.6087408949011
0.27,17.6804733727811
0.27,15.9693304250116
0.27,15.4840563056593
0.27,18.2373046875
0.27,16.8259119043327
0.27,15.2237770440416
0.27,15.4729109274564
0.28,16.7017864632649
0.28,15.4698916603679
0.28,13.5858399079553
0.28,16.455078125
0.28,15.7483930211203
0.28,14.9088933763182
0.28,16.2851196670135
0.28,16.2257495590829
0.28,17.5524274633726
0.28,14.2104284208568
0.28,17.6736732962579
0.28,14.9112426035503
0.28,15.0364203954214
0.28,13.7054950177729
0.28,16.6493236212279
0.29,16.8014020012437
0.29,16.1769124451656
0.29,17.6328352656705
0.29,18.3888888888889
0.29,16.4021164021164
0.29,17.2112344224688
0.29,16.7207578614973
0.29,17.5250155463848
0.29,15.4082840236686
0.29,15.0269836208831
0.29,15.8688865764828
0.29,17.2912948641682
0.3,15.8809548237064
0.3,16.3013353489544
0.31,19.0312213039486
0.31,16.3495838287753
0.31,15.6891622831601
0.31,18.59410430839
0.32,15.9912109375
0.32,14.8585431053687
0.32,15.6213017751479
0.32,16.7375085531721
0.33,17.8251228129741
0.33,16.6065252406698
0.33,17.3257023933403
0.33,16.1097393689986
0.33,15.3041901017445
0.33,16.5712799167534
0.33,19.6972701434331
0.33,16.2586918423879
0.33,16.189349112426
0.34,14.7654970603238
0.34,15.2024304048608
0.34,15.9365594564037
0.34,19.5717993079585
0.34,18.4732395672573
0.34,15.4141053605658
0.34,19.4064379668187
0.34,15.5671141249619
0.34,15.6388888888889
0.34,14.7999340068516
0.35,17.0096021947874
0.35,17.4297606659729
0.35,16.0468319559229
0.35,17.5995092721625
0.36,18.3162069587164
0.36,17.7514792899408
0.36,16.7928828030929
0.37,17.0973936899863
0.37,15.8088235294118
0.37,17.5229853975122
0.37,16.1586164730544
0.37,14.404296875
0.37,15.0333398797333
0.38,16.7474899255515
0.38,16.6390532544379
0.38,17.333984375
0.38,16.0731593693493
0.38,16.2474452293019
0.38,16.6251222597802
0.39,17.3225582442404
0.4,17.4046639231824
0.4,17.485512723608
0.4,17.5710594315245
0.4,17.3607619966887
0.4,15.1384083044983
0.4,15.6933687602465
0.4,16.6038733558067
0.4,16.0771287285325
0.41,19.4091796875
0.41,16.8120713305898
0.41,17.6078971533517
0.42,16.064453125
0.42,15.5279127534472
0.42,16.7482219795151
0.42,15.3546712802768
0.42,16.4308771112707
0.43,15.3345799355032
0.43,17.7988165680473
0.43,15.5491200712854
0.43,18.598615916955
0.43,16.2360848561227
0.43,16.7651711454664
0.44,17.653810835629
0.44,17.6876809979951
0.44,17.0416573847182
0.44,17.0416573847182
0.44,16.5165965155309
0.44,17.8461538461538
0.44,18.0409067070684
0.44,17.4485596707819
0.44,17.3179924618131
0.44,17.9215219976219
0.44,14.4927536231884
0.45,16.7462277091907
0.45,16.2851196670135
0.45,16.7584940312213
0.45,17.1392564587272
0.45,18.8532235939643
0.45,17.9998869353836
0.45,14.3100137174211
0.46,17.419889880647
0.46,17.2762631535185
0.46,18.3263900016023
0.46,18.7932525951557
0.46,15.5271466280213
0.46,16.6190781422994
0.47,18.8305803495092
0.47,16.7057268193017
0.47,15.9246898666649
0.47,16.9410831184289
0.47,15.7498721601286
0.47,14.9922227844306
0.48,15.314660699987
0.48,19.734693877551
0.48,16.3680327360655
0.48,17.1405958505286
0.48,15.837009031716
0.48,18.9849108367627
0.48,18.7786960514233
0.48,18.1583049886621
0.48,16.8962350780533
0.48,16.0238751147842
0.48,18.4877864151163
0.48,15.4681128487073
0.49,17.1946740128558
0.49,17.3889438577097
0.49,17.5621301775148
0.49,18.2524679689141
0.49,16.4253124380083
0.49,19.4852941176471
0.49,17.3517169614984
0.49,16.3072
0.5,18.598615916955
0.5,21.19140625
0.5,16.6038484427693
0.5,16.0300925925926
0.5,17.6804733727811
0.5,17.4924554183813
0.5,15.5639571518589
0.5,19.0507544581619
0.5,14.9005190311419
0.5,17.7221380018583
0.5,16.2366078165082
0.5,17.6734693877551
0.5,17.1833756016769
0.5,15.7941635108042
0.5,16.0861239066301
0.5,16.7510256273643
0.5,17.6938775510204
0.5,15.9450771177456
0.51,18.4487204919659
0.51,16.5538131004059
0.51,17.5383322831338
0.51,18.2825788751715
0.51,15.9619067336059
0.51,17.7630557424564
0.51,18.1508916323731
0.51,15.7693324241906
0.51,17.3061224489796
0.51,16.9753086419753
0.51,17.1833756016769
0.51,17.997256515775
0.51,15.2909052720017
0.51,17.3282923755514
0.51,17.3580788380222
0.51,19.2690311418685
0.51,14.9821514198945
0.52,17.3010380622837
0.52,17.2488970965425
0.52,19.7530864197531
0.52,20.2603550295858
0.52,15.3810835629017
0.52,18.3313515655965
0.52,16.943359375
0.52,16.9744090771012
0.52,15.8330907407834
0.52,17.1989684586392
0.52,16.4185493460166
0.52,15.6059651333753
0.52,17.9930795847751
0.52,16.9899322143037
0.52,18.8312757201646
0.52,19.6365492910115
0.53,14.4602111678005
0.53,17.4563481231674
0.53,18.2019626464071
0.53,15.9591836734694
0.53,17.3051308007885
0.53,16.7595753110903
0.53,16.9333910034602
0.53,17.7551903114187
0.53,17.378763295475
0.53,18.6240231211953
0.53,18.0836305984939
0.53,16.7440950657734
0.53,17.1161210122249
0.53,17.7755102040816
0.53,19.1824417009602
0.53,17.5619834710744
0.54,17.0816326530612
0.54,17.2644241479171
0.54,14.5627225959636
0.54,17.3469387755102
0.54,21.6262975778547
0.54,16.5752727683871
0.54,16.9807577861535
0.54,17.4925635478637
0.54,20.9819725489241
0.54,17.3456185403935
0.55,17.0612483340136
0.55,17.0452970685785
0.55,18.2701844872049
0.55,16.0614836266429
0.56,17.3018450118936
0.56,17.3015575154813
0.56,17.5504365618737
0.56,15.9278235687235
0.56,17.2232724217601
0.56,18.3427358832359
0.56,19.0091949709139
0.57,17.9930795847751
0.57,16.0170737411875
0.57,14.517896274653
0.57,18.4255473319186
0.57,17.7025771431366
0.57,17.2279445783719
0.57,18.2069641637926
0.58,19.6969696969697
0.58,15.5939200600488
0.58,15.0259909031839
0.58,16.9609204522912
0.58,16.8855374303204
0.59,17.9498269896194
0.59,17.560553633218
0.59,18.7314521402344
0.59,17.8947620415589
0.6,16.7404852771262
0.6,16.9609204522912
0.6,17.4871909111161
0.6,17.7116819075559
0.6,19.3061224489796
0.61,18.8119309893869
0.61,16.1728670082424
0.61,18.1150043993582
0.62,17.9739923180156
0.62,17.9825492750546
0.62,18.4416967975207
0.62,17.9064716711241
0.62,16.7206515051802
0.62,16.6803840877915
0.62,18.6085304178658
0.62,15.3657626938036
0.63,18.8367346938776
0.63,17.7921079889071
0.63,17.589278755311
0.64,18.5510204081633
0.64,16.9609204522912
0.64,18.672547784079
0.64,16.7948958528805
0.64,17.341646757182
0.65,17.0204081632653
0.65,16.2857142857143
0.65,18.1771129858703
0.65,17.4171791311248
0.65,15.7905177544138
0.65,17.7469135802469
0.66,17.9554815123328
0.66,18.5120347569739
0.66,17.7063642091997
0.66,17.5821833875007
0.66,16.3975655148131
0.67,16.8617337829796
0.67,16.5680473372781
0.67,17.853600476096
0.68,19.396535723036
0.68,17.4284059933711
0.68,16.9777777777778
0.68,19.579475308642
0.69,16.5123456790123
0.69,17.9924618131323
0.69,19.0442846947432
0.69,14.5243009945581
0.69,16.700521865504
0.69,17.6047482521
0.7,19.4485025566107
0.7,16.087962962963
0.7,16.8078115599982
0.7,19.3288241415193
0.7,16.5657439446367
0.7,17.6487289078506
0.71,17.9208106586602
0.71,17.4516794895853
0.71,19.6277612300064
0.71,16.2355127390092
0.71,19.0779320987654
0.71,18.0084181362886
0.71,18.8388954985228
0.72,14.6382397464649
0.72,17.8655692729767
0.72,15.1313335819703
0.72,17.9657946614098
0.72,17.3113599687026
0.72,17.643352236925
0.72,13.064095050349
0.73,18.4732461355529
0.73,16
0.73,17.2773407950882
0.73,20.9487534626039
0.73,18.7756406841068
0.73,20.3611488355717
0.73,17.1480521444017
0.73,16.9591836734694
0.73,17.9018594490916
0.73,16.0195026971815
0.74,16.1590834654619
0.74,18.0690569372554
0.74,16.5758299175713
0.74,16.7441115205896
0.74,15.9837369356228
0.74,20.7180730657377
0.74,16.3528619918043
0.74,16.3552611148491
0.74,17.2857142857143
0.74,17.8133333333333
0.74,16.5292938293607
0.74,15.6971632190291
0.74,15.7779401022644
0.74,15.9466666666667
0.74,17.7382819980617
0.74,19.6759841585866
0.74,13.8464590359056
0.74,18.3460096109872
0.74,21.7676862450741
0.74,18.751446156694
0.75,14.7868094938038
0.75,19.0624327153665
0.75,16.3573260902369
0.75,17.8082191780822
0.75,16.8603188974398
0.75,17.712116445995
0.75,18.2623569141704
0.75,18.7364982754342
0.75,17.3010380622837
0.75,17.7649655420927
0.75,18.397146254459
0.75,18.7360203499846
0.75,15.817026399037
0.75,15.9466666666667
0.75,17.5163658004364
0.75,18.2083396207434
0.75,19.1805636954553
0.75,15.9000210039908
0.75,19.1864248528746
0.75,15.1703846543811
0.75,18.1603258325271
0.76,15.5022222222222
0.76,17.8932751438207
0.76,16.3265306122449
0.76,16.654492330168
0.76,19.4766001531463
0.76,19.2243592630963
0.76,17.4558715567047
0.76,13.3032676882744
0.76,18.4258582907232
0.76,16.2915512465374
0.76,19.7359764922591
0.76,16.5326991676576
0.76,18.4737840714517
0.76,17.8932751438207
0.76,16.2507036967536
0.76,18.6610592204998
0.76,17.2888484217829
0.76,20.2340805395755
0.76,15.9048743464328
0.77,17.794088474509
0.77,15.8151989034795
0.77,17.4545979824892
0.77,19.2174515235457
0.77,18.1333333333333
0.77,17.2957063711911
0.77,17.9287401235004
0.77,17.7790226984044
0.77,19.7437513127494
0.77,14.778813727435
0.77,16.2448979591837
0.77,19.6977777777778
0.77,16.5924577261914
0.77,17.6028106842034
0.77,20.6692556477835
0.77,18.1077410593029
0.77,16.1310649023314
0.77,16.7824074074074
0.78,17.2105754888623
0.78,16.7644444444444
0.78,16.7198348658285
0.78,17.2974869523267
0.78,19.0654907112029
0.78,17.9511930769361
0.78,16.2355127390092
0.78,20.1607012417823
0.78,18.9795918367347
0.78,17.9924618131323
0.78,18.1044691022324
0.78,16.0642281623529
0.78,16.9753086419753
0.79,19.1435855935817
0.79,15.2840790842872
0.79,19.9474573090636
0.79,17.3476454293629
0.79,17.0763745543254
0.79,18.6311111111111
0.79,18.3623655673868
0.79,15.5751548132858
0.79,18.7360902644791
0.8,17.7473705321752
0.8,18.4263289158394
0.8,15.5786898301328
0.8,18.1654611039835
0.8,19.2800788954635
0.8,16.4203324415596
0.8,16.7152575315841
0.8,17.1489197530864
0.8,17.6977191102664
0.8,18.3401763072093
0.8,16.5266617969321
0.81,17.3276857912977
0.81,16.6696362490063
0.81,17.1533676400686
0.81,17.1022222222222
0.81,17.8819444444444
0.81,18.5244444444444
0.81,17.5455057234003
0.81,18.8208754330195
0.81,19.7183098591549
0.82,18.636165822313
0.82,19.4522195576476
0.83,15.145893067971
0.83,19.6925818667855
0.83,18.8902007083825
0.83,16.845703125
0.83,16.6843675809086
0.83,19.2942263703045
0.83,16.6093296300972
0.83,19.3752349966621
0.83,18.4544405997693
0.83,17.9554815123328
0.84,19.0948112612044
0.84,16.6072433852505
0.84,17.6420981615787
0.84,15.4299628348071
0.84,17.5409006577838
0.84,17.4547104808991
0.86,16.0318559556787
0.86,16.031491563626
0.86,15.9642120959607
0.86,16.4127423822715
0.86,18.417945690673
0.86,17.6750644713351
0.86,15.6502158003378
0.87,16.5116386690731
0.87,15.5990304709141
0.87,19.8540448216966
0.87,14.9489462300689
0.88,15.2418348524306
0.88,15.823867374238
0.88,17.3045994420355
0.88,16.8780389729264
0.89,17.7630557424564
0.89,19.0972222222222
0.89,19.020050756364
0.89,17.0879316482734
0.9,17.4920267094441
0.9,18.6935517748372
0.9,19.4457948468644
0.9,18.8987141697638
0.9,17.1911111111111
0.91,18.1329160350139
0.91,16.3632951773316
0.91,17.5593968270697
0.91,17.857018539275
0.92,18.7198774829963
0.92,17.2269351527593
0.92,17.4933333333333
0.92,18.9865714633454
0.92,15.5751548132858
0.92,18.7029821380348
0.93,16.0219620446893
0.93,19.1703076437998
0.93,15.8777120315582
0.93,18.3290777579823
0.93,17.9158448389218
0.93,18.3336144375105
0.93,16.1571860883295
0.93,19.7772096420745
0.93,15.6866325785245
0.93,17.3155555555556
0.94,17.6420981615787
0.94,17.4291938997821
0.94,15.2343930769587
0.94,17.3632621294165
0.94,16.9061707523246
0.94,18.4383656509695
0.94,16.9777851430852
0.94,16.2133333333333
0.94,18.796189499765
0.95,16.5578127111391
0.95,15.3356481481481
0.95,15.9708658854167
0.95,16.0068329070559
0.95,17.4762600438276
0.95,20.2847985719502
0.95,18.3149861848165
0.95,16.8561236623068
0.95,18.3864265927978
0.95,23.1104939496132
0.95,16.503765422208
0.95,18.3284199565184
0.95,17.1023781413392
0.95,17.5267404766373
0.95,18.6341885183584
0.95,16.2467764332474
0.95,17.0669628395576
0.95,16.0499479708637
0.95,16.8639053254438
0.96,16.1244444444444
0.96,17.3995844875346
0.96,18.6084733382031
0.96,17.6580972039782
0.96,18.2039252967395
0.96,16.1784441667824
0.96,18.9621913580247
0.96,19.3647719877462
0.97,17.8657266463708
0.97,17.4645639418894
0.97,15.3129622781065
0.97,19.5377777777778
0.97,16.2556689342404
0.97,18.5777777777778
0.97,18.9694757047687
0.97,16.4345511361444
0.97,16.6488116776975
0.97,16.7590027700831
0.97,17.5542406311637
0.97,16.9667590027701
0.97,19.2
0.97,16.186068589059
0.98,17.9208106586602
0.98,18.0071735098819
0.98,17.9583411521862
0.98,15.8067867036011
0.98,18.7319006249047
0.98,15.7445511354976
0.98,17.9289138341015
0.98,15.4838709677419
0.98,16.0664819944598
0.98,19.4220303996998
0.98,17.8232286340394
0.98,15.2202169630464
0.98,18.7047994740302
0.99,16.7936288088643
0.99,16.8939958773738
0.99,18.4010794400405
0.99,17.5675675675676
0.99,17.258382642998
